Customer;ST;GENDER;Education;Customer Lifetime Value;Income;Monthly Premium Auto;Number of Open Complaints;Policy Type;Vehicle Class;Total Claim Amount;Customer;ST;GENDER;Education;Customer Lifetime Value;Income;Monthly Premium Auto;Number of Open Complaints;Total Claim Amount;Policy Type;Vehicle Class;Customer;State;Customer Lifetime Value;Education;Gender;Income;Monthly Premium Auto;Number of Open Complaints;Policy Type;Total Claim Amount;Vehicle Class;Unnamed: 0;Customer;State;Customer Lifetime Value;Response;Coverage;Education;Effective To Date;EmploymentStatus;Gender;Income;Location Code;Marital Status;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Policy Type;Policy;Renew Offer Type;Sales Channel;Total Claim Amount;Vehicle Class;Vehicle Size;Vehicle Type;month
CP85232;Arizona;M;College;4479546.94%;58778.0;126.0;1/0/00;Special Auto;SUV;302.033971;CE94751;California;M;College;456881.94%;0.0;70.0;1/1/00;524.836298;Personal Auto;Two-Door Car;AY18433;Washington;27382.81893;High School or Below;F;45473.0;76.0;0.0;Special Auto;188.938397;Two-Door Car;375;XS74432;California;8663.919296;No;Basic;High School or Below;2011-02-22;Employed;F;29218;Suburban;Married;72;33.0;40;0.0;2;Personal Auto;Personal L1;Offer3;Agent;502.369442;Four-Door Car;Medsize;A;February
YL74732;California;female;High School or Below;383211.81%;15192.0;100.0;1/0/00;Personal Auto;SUV;480.0;VM85856;Oregon;F;Master;257402.04%;34990.0;65.0;1/0/00;42.689135;Personal Auto;Four-Door Car;CS29328;Nevada;4875.31604;Bachelor;M;10743.0;70.0;2.0;Personal Auto;336.0;Two-Door Car;376;QA49556;Washington;5200.22777;No;Basic;Master;2011-01-31;Employed;M;23401;Suburban;Single;66;17.0;34;0.0;3;Personal Auto;Personal L2;Offer4;Web;316.8;Four-Door Car;Medsize;A;January
FG16766;California;female;Bachelor;683793.26%;51859.0;171.0;1/0/00;Personal Auto;SUV;1003.160633;EH37385;Arizona;F;Master;878988.41%;22849.0;109.0;1/0/00;523.2;Personal Auto;Sports Car;QL75176;Oregon;12324.2654;High School or Below;F;0.0;113.0;0.0;Personal Auto;813.6;Four-Door Car;377;QH87479;Oregon;27528.31132;No;Extended;High School or Below;2011-01-06;Employed;F;54586;Rural;Married;76;1.0;91;0.0;2;Personal Auto;Personal L2;Offer3;Branch;122.590766;Two-Door Car;Large;A;January
NV55438;Nevada;female;High School or Below;528526.82%;23422.0;72.0;1/0/00;Personal Auto;Two-Door Car;518.4;FI45719;Arizona;M;Doctor;250740.78%;32893.0;63.0;1/0/00;174.086385;Personal Auto;Four-Door Car;IO25161;Arizona;2280.386988;College;F;0.0;61.0;0.0;Personal Auto;283.881697;Four-Door Car;378;TQ13499;Arizona;4731.749346;No;Premium;College;2011-01-02;Employed;M;69833;Suburban;Married;118;32.0;99;0.0;1;Personal Auto;Personal L3;Offer1;Agent;828.662719;Four-Door Car;Small;A;January
UM45563;Washington;M;Bachelor;450267.97%;68798.0;114.0;1/0/00;Personal Auto;SUV;92.915251;CM52565;Nevada;F;High School or Below;603322.24%;0.0;83.0;1/0/00;597.6;Corporate Auto;Four-Door Car;YW11227;California;5325.394799;Bachelor;M;62470.0;66.0;0.0;Personal Auto;243.766542;Two-Door Car;386;LK39646;Washington;8018.503854;No;Basic;Bachelor;2011-02-28;Employed;F;58843;Urban;Single;68;1.0;96;0.0;2;Corporate Auto;Corporate L1;Offer3;Call Center;200.490816;Two-Door Car;Large;A;February
EN60878;Oregon;M;Bachelor;618311.15%;23712.0;85.0;1/0/00;Personal Auto;Four-Door Car;376.126419;YP40334;Oregon;F;Doctor;530824.70%;0.0;145.0;1/0/00;358.765757;Personal Auto;SUV;UF32671;Washington;5291.395332;College;F;57338.0;66.0;0.0;Personal Auto;316.8;Four-Door Car;387;GB32334;California;5379.482798;No;Basic;College;2011-02-10;Employed;F;24702;Urban;Married;68;13.0;63;0.0;8;Personal Auto;Personal L3;Offer2;Web;214.91451;Four-Door Car;Large;A;February
BK59444;California;F;Master;1892933.06%;72196.0;68.0;1/0/00;Personal Auto;Four-Door Car;152.184244;VC77127;California;F;High School or Below;492980.75%;0.0;70.0;1/0/00;837.438442;Personal Auto;Four-Door Car;KK95092;Arizona;7605.637524;Bachelor;M;55281.0;192.0;1.0;Personal Auto;921.6;Luxury SUV;389;QH48047;Oregon;11790.49617;Yes;Basic;College;2011-01-03;Retired;M;25251;Suburban;Divorced;66;13.0;43;0.0;2;Personal Auto;Personal L2;Offer2;Web;316.8;Four-Door Car;Medsize;A;January
MK70700;California;M;Master;555329.58%;68197.0;69.0;1/0/00;Personal Auto;Four-Door Car;176.819414;AM30008;California;M;High School or Below;1413112.13%;28327.0;185.0;1/0/00;888.0;Personal Auto;Luxury Car;HZ43637;Arizona;3065.365332;College;F;22985.0;77.0;0.0;Special Auto;458.056054;Four-Door Car;390;LY83340;Oregon;7851.582939;No;Basic;High School or Below;2011-01-05;Employed;F;48943;Rural;Married;65;17.0;50;0.0;2;Corporate Auto;Corporate L3;Offer1;Web;105.068788;Two-Door Car;Medsize;A;January
IW71076;California;M;Bachelor;501125.92%;75248.0;63.0;1/0/00;Corporate Auto;Four-Door Car;104.454624;PC83755;Oregon;M;High School or Below;247152.84%;95697.0;61.0;1/0/00;114.273025;Personal Auto;Two-Door Car;FY82691;California;6245.575806;College;F;39608.0;78.0;1.0;Corporate Auto;22.961216;Four-Door Car;391;PN47493;Oregon;2680.900678;No;Basic;College;2011-02-11;Employed;F;41968;Urban;Married;67;11.0;96;0.0;1;Corporate Auto;Corporate L3;Offer1;Agent;183.207703;Four-Door Car;Medsize;A;February
OM24164;Nevada;M;Bachelor;219961.78%;0.0;65.0;1/1/00;Personal Auto;Two-Door Car;468.0;ST27958;Washington;M;College;438627.76%;10621.0;67.0;1/0/00;321.6;Personal Auto;Four-Door Car;MB83471;Oregon;7815.46882;High School or Below;M;0.0;112.0;0.0;Personal Auto;574.102379;Four-Door Car;393;DA57177;Oregon;4282.947971;Yes;Basic;College;2011-02-26;Employed;F;40864;Rural;Married;109;16.0;70;1.0;1;Personal Auto;Personal L2;Offer1;Agent;166.937747;SUV;Medsize;A;February
ZM92052;Oregon;M;Bachelor;261302.31%;57099.0;67.0;1/0/00;Personal Auto;Two-Door Car;67.859881;VE31507;Oregon;F;High School or Below;743229.99%;0.0;71.0;1/0/00;447.333545;Personal Auto;Four-Door Car;XF15789;Arizona;8869.619888;College;F;81350.0;110.0;0.0;Personal Auto;228.185834;SUV;396;VW13019;Nevada;4904.894731;Yes;Extended;College;2011-02-14;Retired;F;12902;Suburban;Divorced;139;3.0;51;0.0;1;Corporate Auto;Corporate L2;Offer1;Agent;667.2;Sports Car;Medsize;A;February
YP47665;Washington;M;Doctor;540891.15%;80192.0;67.0;1/0/00;Personal Auto;Four-Door Car;95.193157;GK67747;Washington;M;College;438627.76%;10621.0;67.0;1/0/00;321.6;Special Auto;Four-Door Car;GL49408;California;6762.082924;Doctor;M;40372.0;85.0;0.0;Corporate Auto;76.975713;Four-Door Car;400;DQ58142;Arizona;8561.561976;No;Basic;High School or Below;2011-01-08;Employed;M;37759;Suburban;Married;108;9.0;51;0.0;5;Corporate Auto;Corporate L3;Offer4;Web;518.4;SUV;Medsize;A;January
TR67616;Oregon;M;High School or Below;473136.70%;30686.0;61.0;1/0/00;Corporate Auto;Four-Door Car;19.938981;CA56041;Nevada;F;College;912006.52%;63878.0;113.0;1/0/00;370.285349;Personal Auto;SUV;UF73578;California;5838.89915;High School or Below;M;81082.0;73.0;0.0;Personal Auto;281.295903;Four-Door Car;406;UF36172;Oregon;6900.951275;No;Extended;High School or Below;2011-02-22;Unemployed;F;0;Urban;Married;92;27.0;50;0.0;7;Personal Auto;Personal L3;Offer2;Branch;428.064465;Two-Door Car;Medsize;A;February
GL67540;California;F;College;590408.82%;97413.0;73.0;1/0/00;Personal Auto;Four-Door Car;268.819985;OH11674;Arizona;F;Bachelor;806862.39%;51584.0;69.0;1/2/00;368.919773;Corporate Auto;Two-Door Car;WU15684;Nevada;3588.87609;College;F;42836.0;89.0;0.0;Corporate Auto;244.580023;Four-Door Car;411;IB60476;California;4064.107529;No;Basic;Master;2011-01-25;Unemployed;M;0;Suburban;Married;107;31.0;41;0.0;1;Personal Auto;Personal L3;Offer4;Branch;513.6;Sports Car;Medsize;A;January
SV50502;Oregon;F;Master;559583.50%;79189.0;69.0;1/0/00;Corporate Auto;Four-Door Car;331.2;US85318;Oregon;F;Bachelor;247857.67%;65744.0;62.0;1/0/00;166.507217;Corporate Auto;Four-Door Car;KR17533;Oregon;3954.538361;Doctor;M;40175.0;102.0;1.0;Personal Auto;154.721555;SUV;412;AM52614;Oregon;4477.45201;No;Basic;Bachelor;2011-01-04;Employed;F;41402;Suburban;Divorced;119;26.0;26;4.0;1;Personal Auto;Personal L2;Offer2;Branch;571.2;Sports Car;Medsize;A;January
UK59698;California;F;High School or Below;229430.36%;0.0;62.0;1/0/00;Personal Auto;Two-Door Car;297.6;FS19862;Arizona;F;Bachelor;911204.15%;25198.0;118.0;1/0/00;566.4;Personal Auto;SUV;IM98086;California;3230.576665;College;M;62873.0;81.0;0.0;Personal Auto;207.75186;Four-Door Car;413;IS58553;Oregon;15173.96841;No;Extended;High School or Below;2011-02-26;Employed;F;22448;Suburban;Married;126;20.0;32;0.0;2;Personal Auto;Personal L3;Offer1;Branch;604.8;SUV;Medsize;A;February
SF57173;Oregon;Male;Master;460163.41%;84394.0;114.0;1/0/00;Personal Auto;SUV;691.412378;VH31965;Washington;Male;Bachelor;528511.87%;40783.0;67.0;1/1/00;321.6;Personal Auto;Four-Door Car;SQ60915;Arizona;3895.961837;High School or Below;M;35970.0;98.0;0.0;Corporate Auto;470.4;Four-Door Car;419;GW43195;Oregon;25807.063;Yes;Extended;College;2011-02-13;Employed;F;71210;Suburban;Married;214;8.0;89;1.0;2;Personal Auto;Personal L2;Offer1;Branch;1027.2;Luxury Car;Small;A;February
SW31412;Oregon;F;College;1480805.62%;41440.0;62.0;1/1/00;Personal Auto;Four-Door Car;297.6;EP93369;Arizona;F;College;851052.59%;0.0;121.0;1/0/00;871.2;Personal Auto;Sports Car;ZH93283;Arizona;6005.847375;College;M;13528.0;86.0;0.0;Personal Auto;412.8;Four-Door Car;421;PY10605;Arizona;4633.101259;No;Basic;Bachelor;2011-01-23;Unemployed;M;0;Suburban;Single;70;0.0;86;0.0;3;Personal Auto;Personal L2;Offer1;Agent;336.0;Two-Door Car;Medsize;A;January
IP69763;Washington;F;College;2191440.55%;77311.0;181.0;1/0/00;Personal Auto;SUV;113.609508;JG30837;Oregon;M;College;416379.34%;11689.0;117.0;1/0/00;561.6;Corporate Auto;SUV;NG94479;Arizona;2731.520409;High School or Below;F;69844.0;68.0;0.0;Corporate Auto;184.379697;Four-Door Car;434;LZ34046;Oregon;23594.6802;Yes;Basic;Bachelor;2011-01-31;Employed;M;76358;Rural;Married;66;25.0;3;0.0;2;Personal Auto;Personal L1;Offer3;Agent;86.461582;Four-Door Car;Medsize;A;January
BH86846;Washington;M;High School or Below;2070825.88%;92079.0;65.0;1/1/00;Corporate Auto;Four-Door Car;114.798771;MK73855;Washington;F;High School or Below;810936.46%;32314.0;68.0;1/0/00;326.4;Personal Auto;Four-Door Car;PU71194;Oregon;35203.57475;Bachelor;F;56343.0;295.0;0.0;Personal Auto;1612.962321;Luxury Car;440;VU99672;California;3548.071725;No;Extended;College;2011-02-04;Unemployed;M;0;Urban;Married;96;10.0;77;0.0;1;Corporate Auto;Corporate L2;Offer1;Branch;446.122702;Four-Door Car;Large;A;February
DF95759;Oregon;Male;College;949234.30%;0.0;132.0;1/0/00;Personal Auto;SUV;633.6;HB99061;Arizona;F;High School or Below;535218.70%;97742.0;132.0;1/0/00;199.590599;Corporate Auto;SUV;WP83694;California;5313.436344;Bachelor;F;68558.0;131.0;0.0;Personal Auto;280.903779;SUV;442;IP94270;Arizona;13736.1325;Yes;Premium;Master;2011-02-13;Disabled;F;16181;Suburban;Divorced;181;22.0;79;0.0;8;Personal Auto;Personal L2;Offer1;Web;1261.319869;SUV;Medsize;A;February
YH86390;California;F;Bachelor;481500.97%;25398.0;64.0;1/0/00;Corporate Auto;Four-Door Car;307.2;WQ46946;California;F;College;791482.31%;77153.0;99.0;1/1/00;355.641958;Personal Auto;Four-Door Car;HZ62410;Oregon;2771.963072;Bachelor;M;0.0;79.0;0.0;Personal Auto;379.2;Four-Door Car;445;JP10227;California;12280.76661;Yes;Premium;College;2011-01-01;Employed;M;88340;Suburban;Married;102;16.0;1;0.0;2;Corporate Auto;Corporate L2;Offer1;Branch;489.6;Two-Door Car;Medsize;A;January
FY13480;California;Male;High School or Below;627701.17%;0.0;88.0;1/0/00;Personal Auto;Four-Door Car;633.6;WJ44028;California;M;Master;984008.26%;94590.0;81.0;1/0/00;388.8;Personal Auto;Two-Door Car;CE72177;California;5461.548993;High School or Below;F;39626.0;69.0;0.0;Personal Auto;485.705851;Four-Door Car;446;BP49831;Washington;2926.5223;No;Extended;Bachelor;2011-01-16;Employed;F;23656;Suburban;Single;80;11.0;1;3.0;1;Corporate Auto;Corporate L3;Offer2;Branch;384.0;Four-Door Car;Medsize;A;January
YH61661;California;M;High School or Below;826063.98%;33321.0;105.0;1/0/00;Special Auto;SUV;504.0;WH77063;Arizona;F;High School or Below;435155.05%;74163.0;108.0;1/0/00;518.4;Personal Auto;Four-Door Car;YI89801;California;2570.235172;High School or Below;F;49304.0;65.0;0.0;Corporate Auto;312.0;Four-Door Car;447;HD95496;Oregon;7851.901368;No;Basic;Master;2011-02-03;Employed;M;25950;Urban;Married;66;27.0;1;0.0;2;Personal Auto;Personal L1;Offer4;Agent;271.697529;Two-Door Car;Medsize;A;February
JK32620;Nevada;M;College;222476.80%;0.0;68.0;1/0/00;Personal Auto;Four-Door Car;326.4;ZN33412;Arizona;F;College;863435.60%;25073.0;79.0;1/0/00;379.2;Personal Auto;Four-Door Car;YI85251;Nevada;18380.39026;High School or Below;M;50407.0;92.0;0.0;Personal Auto;352.060768;Four-Door Car;462;XQ12791;California;3401.881747;No;Extended;High School or Below;2011-01-21;Employed;M;41972;Suburban;Divorced;86;20.0;23;0.0;1;Personal Auto;Personal L3;Offer2;Branch;691.709371;Four-Door Car;Medsize;A;January
RA93608;Oregon;M;Bachelor;1807394.00%;64620.0;76.0;1/1/00;Personal Auto;Two-Door Car;364.8;NB54665;Arizona;F;High School or Below;251459.20%;43860.0;65.0;1/0/00;156.124914;Corporate Auto;Four-Door Car;NV91476;California;9581.281433;College;F;75606.0;119.0;0.0;Personal Auto;571.2;Four-Door Car;465;DB75522;California;6988.401604;No;Extended;College;2011-02-26;Employed;F;22436;Suburban;Married;89;24.0;21;0.0;3;Special Auto;Special L2;Offer2;Branch;427.2;Four-Door Car;Small;A;February
AU96286;Oregon;F;Bachelor;316765.84%;0.0;92.0;1/0/00;Corporate Auto;Four-Door Car;662.4;MX76292;California;F;Doctor;770603.63%;48019.0;64.0;1/0/00;137.665031;Corporate Auto;Four-Door Car;BI17208;Oregon;2795.321353;College;M;0.0;74.0;0.0;Personal Auto;420.765993;Two-Door Car;467;GB70736;Oregon;5510.965059;No;Basic;College;2011-01-21;Employed;F;99553;Rural;Married;68;14.0;85;0.0;6;Corporate Auto;Corporate L3;Offer4;Web;111.586995;Four-Door Car;Medsize;A;January
KC17170;Arizona;F;Bachelor;546560.40%;54422.0;68.0;1/0/00;Corporate Auto;Four-Door Car;75.501852;EJ90880;California;M;College;279045.82%;28786.0;71.0;1/1/00;345.619809;Personal Auto;Four-Door Car;WR70403;Washington;5673.840992;High School or Below;M;0.0;82.0;0.0;Personal Auto;445.001296;Two-Door Car;468;LP59331;Arizona;5282.543094;No;Basic;College;2011-02-26;Employed;M;38606;Suburban;Single;68;16.0;99;0.0;3;Personal Auto;Personal L3;Offer1;Branch;413.288851;Four-Door Car;Medsize;A;February
ZN47335;California;M;College;1035751.42%;68309.0;131.0;1/0/00;Corporate Auto;SUV;306.983596;WO95180;California;F;High School or Below;239703.61%;22283.0;65.0;1/0/00;572.072106;Corporate Auto;Four-Door Car;ZZ22858;Arizona;15016.18511;Bachelor;F;70619.0;187.0;0.0;Personal Auto;293.948632;Luxury Car;469;FM54600;Washington;18853.73945;No;Premium;High School or Below;2011-01-14;Unemployed;F;0;Suburban;Single;173;24.0;21;0.0;2;Corporate Auto;Corporate L2;Offer2;Branch;1245.6;SUV;Medsize;A;January
EK87864;Arizona;F;College;282194.72%;38977.0;70.0;1/0/00;Special Auto;Four-Door Car;139.489926;ZK54897;Arizona;M;Master;1443567.37%;60880.0;119.0;1/0/00;109.906628;Personal Auto;Two-Door Car;CN31328;Arizona;5480.701059;College;F;46946.0;70.0;0.0;Personal Auto;336.0;Four-Door Car;471;FS42690;Washington;3781.4548;No;Extended;College;2011-02-01;Employed;M;57647;Suburban;Married;94;3.0;99;0.0;1;Personal Auto;Personal L3;Offer1;Branch;451.2;Two-Door Car;Medsize;A;February
GV45403;AZ;M;Bachelor;775712.81%;0.0;111.0;1/0/00;Corporate Auto;Two-Door Car;607.4459;PP48389;California;F;Bachelor;687196.66%;0.0;196.0;1/2/00;940.8;Personal Auto;Sports Car;ZP91150;Oregon;7944.973807;College;M;0.0;113.0;0.0;Corporate Auto;542.4;Four-Door Car;472;UU70820;Arizona;5867.12642;No;Basic;College;2011-02-22;Employed;F;27880;Urban;Married;74;4.0;9;0.0;5;Personal Auto;Personal L3;Offer2;Call Center;199.444294;Four-Door Car;Large;A;February
QK31192;AZ;M;High School or Below;407913.27%;0.0;114.0;1/0/00;Corporate Auto;Two-Door Car;631.124372;XD29421;Oregon;M;High School or Below;1536235.44%;48115.0;192.0;1/0/00;1382.4;Personal Auto;Luxury Car;LC77957;Oregon;8543.247323;Bachelor;M;99180.0;106.0;0.0;Personal Auto;33.751887;SUV;473;ZU73588;California;5989.773931;Yes;Premium;College;2011-01-19;Employed;M;66839;Suburban;Single;154;33.0;24;0.0;1;Personal Auto;Personal L3;Offer2;Branch;739.2;Sports Car;Medsize;A;January
LU89008;AZ;F;College;595554.46%;0.0;83.0;1/0/00;Personal Auto;Four-Door Car;628.023494;OP26403;California;F;College;483479.75%;32017.0;62.0;1/2/00;297.6;Personal Auto;Four-Door Car;PT34656;California;5380.898636;College;F;55350.0;67.0;0.0;Personal Auto;321.6;Four-Door Car;474;BC35753;Arizona;2671.295549;No;Basic;College;2011-01-18;Employed;F;45525;Suburban;Married;66;1.0;41;0.0;1;Personal Auto;Personal L2;Offer4;Agent;316.8;Two-Door Car;Small;A;January
PF40592;Washington;F;College;494263.06%;23285.0;65.0;1/0/00;Personal Auto;Two-Door Car;118.446235;EE76374;Nevada;F;High School or Below;2084259.63%;0.0;72.0;1/0/00;709.082334;Personal Auto;Four-Door Car;IC11062;Nevada;5597.12496;High School or Below;F;37995.0;139.0;0.0;Personal Auto;667.2;SUV;479;CO12132;California;8879.790017;Yes;Basic;High School or Below;2011-02-03;Employed;F;52583;Urban;Single;113;12.0;59;0.0;7;Personal Auto;Personal L3;Offer1;Agent;528.20086;SUV;Small;A;February
JC80093;Washington;M;Master;257250.66%;21104.0;66.0;1/0/00;Personal Auto;Four-Door Car;118.454974;BS13111;Arizona;M;Bachelor;663083.61%;0.0;66.0;1/0/00;315.950185;Personal Auto;Four-Door Car;JV80614;California;2939.330187;College;M;53357.0;73.0;0.0;Personal Auto;55.320014;Four-Door Car;481;ZW84453;Arizona;5116.237577;No;Basic;Bachelor;2011-01-08;Unemployed;F;0;Rural;Married;70;1.0;11;0.0;5;Personal Auto;Personal L2;Offer1;Web;131.401291;Four-Door Car;Medsize;A;January
YE88490;AZ;F;College;538089.86%;55350.0;67.0;1/0/00;Personal Auto;Four-Door Car;321.6;JP12645;Arizona;M;Bachelor;1203662.05%;44428.0;104.0;1/0/00;499.2;Personal Auto;SUV;IC70693;California;16068.34838;Bachelor;F;70140.0;199.0;0.0;Corporate Auto;955.2;Luxury Car;482;HP42153;Washington;2351.878675;No;Basic;High School or Below;2011-01-29;Medical Leave;F;12928;Suburban;Single;64;12.0;74;0.0;1;Personal Auto;Personal L3;Offer1;Agent;307.2;Four-Door Car;Medsize;A;January
AI85843;AZ;F;Master;675665.14%;33288.0;86.0;1/2/00;Personal Auto;Four-Door Car;221.856184;UU93074;California;M;College;1170106.99%;32435.0;297.0;1/0/00;1767.348807;Personal Auto;Luxury Car;QW17940;California;2700.985899;High School or Below;M;79292.0;67.0;0.0;Corporate Auto;55.394702;Four-Door Car;484;HD32044;Oregon;8288.155579;No;Premium;Master;2011-01-25;Employed;F;33816;Suburban;Divorced;106;10.0;97;2.0;3;Corporate Auto;Corporate L3;Offer1;Branch;508.8;Four-Door Car;Medsize;A;January
WQ18638;Oregon;M;High School or Below;542686.40%;23105.0;69.0;1/0/00;Personal Auto;Two-Door Car;331.2;OU53351;Arizona;M;College;248606.49%;36635.0;63.0;1/0/00;302.4;Corporate Auto;Four-Door Car;WC28543;Arizona;2399.17815;Bachelor;M;20992.0;64.0;0.0;Personal Auto;307.2;Two-Door Car;488;YO49328;Arizona;12296.49757;No;Basic;High School or Below;2011-01-06;Employed;M;55193;Suburban;Married;105;8.0;22;1.0;2;Personal Auto;Personal L2;Offer3;Branch;504.0;SUV;Medsize;A;January
TC97762;California;F;High School or Below;498268.14%;52275.0;62.0;1/0/00;Corporate Auto;Four-Door Car;374.240783;RP30093;Oregon;F;Bachelor;4922143.07%;63035.0;153.0;1/0/00;734.4;Personal Auto;SUV;ET80689;California;8711.302422;College;M;92606.0;109.0;0.0;Special Auto;287.437831;SUV;490;XV11038;California;9223.987144;No;Extended;College;2011-02-25;Medical Leave;F;18814;Suburban;Single;122;20.0;94;0.0;3;Personal Auto;Personal L2;Offer2;Branch;585.6;Sports Car;Medsize;A;February
CX12134;Nevada;M;High School or Below;422061.35%;32471.0;110.0;1/0/00;Personal Auto;Two-Door Car;528.0;CS93971;Arizona;F;College;780531.29%;21073.0;106.0;1/1/00;508.8;Personal Auto;SUV;XO96556;Arizona;2551.226692;Master;M;79751.0;63.0;0.0;Personal Auto;392.235698;Two-Door Car;492;GE62437;Arizona;12902.56014;No;Premium;College;2011-02-02;Employed;F;86584;Suburban;Single;111;33.0;54;2.0;2;Personal Auto;Personal L3;Offer1;Call Center;532.8;Four-Door Car;Large;A;February
KA89683;AZ;F;High School or Below;252317.12%;0.0;70.0;1/0/00;Personal Auto;Four-Door Car;504.0;DO98345;Oregon;M;High School or Below;1315674.90%;72517.0;82.0;1/0/00;371.458196;Personal Auto;Two-Door Car;IM41800;Nevada;8268.272933;College;M;95419.0;70.0;3.0;Personal Auto;336.0;Four-Door Car;497;QV55524;Washington;7503.367741;No;Extended;College;2011-02-06;Employed;M;52464;Suburban;Married;95;9.0;15;0.0;3;Personal Auto;Personal L2;Offer4;Agent;515.930856;Four-Door Car;Medsize;A;February
UQ87917;Oregon;M;High School or Below;1294173.35%;77060.0;106.0;1/0/00;Personal Auto;SUV;468.566133;UK76814;Oregon;F;Doctor;533938.84%;84424.0;66.0;1/0/00;231.537001;Personal Auto;Four-Door Car;HQ32112;Arizona;5244.40475;High School or Below;M;68131.0;130.0;0.0;Personal Auto;226.607648;SUV;499;XS76166;Oregon;3245.479985;No;Extended;College;2011-01-17;Employed;F;35592;Suburban;Married;82;34.0;38;0.0;1;Personal Auto;Personal L3;Offer4;Call Center;496.805418;Two-Door Car;Small;A;January
OS46571;California;M;High School or Below;688955.70%;0.0;66.0;1/0/00;Personal Auto;Four-Door Car;475.2;XE66367;Oregon;M;High School or Below;751913.36%;96306.0;95.0;1/1/00;185.355353;Special Auto;Four-Door Car;CF40646;California;4743.615503;College;M;70082.0;119.0;0.0;Personal Auto;571.2;SUV;501;BY84257;Arizona;2379.614363;No;Basic;College;2011-02-10;Unemployed;M;0;Suburban;Single;71;28.0;15;0.0;1;Special Auto;Special L1;Offer4;Branch;747.107317;Four-Door Car;Medsize;A;February
PX17116;Nevada;M;College;362345.42%;0.0;111.0;1/2/00;Corporate Auto;SUV;1171.93117;SZ70655;California;F;College;429300.96%;0.0;61.0;1/0/00;292.8;Corporate Auto;Two-Door Car;RF39856;Nevada;22754.66137;Bachelor;M;51437.0;115.0;0.0;Corporate Auto;244.086665;SUV;502;PT45842;Arizona;4642.020128;No;Basic;College;2011-02-11;Unemployed;M;0;Suburban;Single;64;10.0;15;0.0;5;Personal Auto;Personal L3;Offer1;Web;770.254285;Two-Door Car;Small;A;February
ZR25747;Oregon;F;College;827774.56%;45257.0;103.0;1/0/00;Corporate Auto;Two-Door Car;494.4;DK98861;Arizona;F;College;1316033.89%;94125.0;109.0;1/0/00;341.680131;Personal Auto;SUV;SW69117;Oregon;6966.319103;College;M;27972.0;90.0;0.0;Corporate Auto;240.318607;Two-Door Car;504;AP23850;Washington;17771.54902;No;Premium;High School or Below;2011-01-23;Unemployed;F;0;Suburban;Married;114;30.0;1;0.0;2;Personal Auto;Personal L2;Offer3;Branch;547.2;Two-Door Car;Medsize;A;January
CV24005;Oregon;M;High School or Below;259931.09%;29590.0;66.0;1/0/00;Corporate Auto;Two-Door Car;467.503236;WK99918;Oregon;M;Doctor;507328.21%;57709.0;125.0;1/0/00;600.0;Personal Auto;SUV;GE46404;Oregon;2709.539796;College;F;58828.0;68.0;0.0;Personal Auto;446.751243;Four-Door Car;509;WD87578;Nevada;7821.188278;No;Premium;High School or Below;2011-02-08;Unemployed;F;0;Suburban;Single;109;31.0;74;0.0;3;Personal Auto;Personal L2;Offer2;Call Center;784.8;Four-Door Car;Medsize;A;February
CF57022;Oregon;M;Bachelor;1044265.14%;17269.0;139.0;1/0/00;Personal Auto;SUV;667.2;HW42900;California;M;College;1100301.65%;22926.0;93.0;1/0/00;479.934846;Corporate Auto;Four-Door Car;BE55425;Oregon;6403.577368;College;M;28095.0;82.0;0.0;Personal Auto;393.6;Four-Door Car;511;HX36471;California;6788.084852;No;Extended;High School or Below;2011-01-13;Unemployed;F;0;Suburban;Single;93;2.0;70;0.0;9;Personal Auto;Personal L3;Offer2;Branch;855.341729;Two-Door Car;Medsize;A;January
GM16780;Oregon;M;College;3605753.70%;90330.0;137.0;1/3/00;Corporate Auto;Sports Car;192.085299;JG84729;Arizona;F;College;1418164.28%;0.0;72.0;1/2/00;345.6;Personal Auto;Four-Door Car;SH75038;California;5981.381645;Bachelor;F;88723.0;74.0;0.0;Personal Auto;355.2;Two-Door Car;512;HY46017;California;2776.772734;No;Basic;College;2011-02-26;Employed;F;70793;Rural;Married;69;32.0;1;0.0;1;Personal Auto;Personal L3;Offer2;Web;62.625841;Four-Door Car;Large;A;February
BX94438;California;F;High School or Below;847003.68%;0.0;113.0;1/0/00;Corporate Auto;SUV;619.973889;XH85336;Washington;M;Bachelor;554803.19%;67798.0;69.0;1/0/00;331.2;Personal Auto;Four-Door Car;LD22387;California;6225.022266;High School or Below;F;53078.0;79.0;2.0;Corporate Auto;200.97608;Four-Door Car;513;FA57012;California;6141.961623;No;Basic;College;2011-02-17;Unemployed;M;0;Suburban;Single;182;24.0;45;0.0;1;Special Auto;Special L2;Offer3;Branch;1310.4;Luxury Car;Small;A;February
RM41745;California;F;High School or Below;827878.65%;0.0;110.0;1/0/00;Personal Auto;Four-Door Car;1002.782553;ND29059;Oregon;M;Bachelor;1107768.59%;78011.0;138.0;1/0/00;619.698644;Personal Auto;SUV;FF94034;California;8496.358981;Bachelor;F;88895.0;106.0;0.0;Personal Auto;209.863509;Sports Car;514;AC13887;California;4628.995325;No;Basic;Bachelor;2011-01-09;Unemployed;M;0;Suburban;Single;67;25.0;21;0.0;4;Corporate Auto;Corporate L1;Offer1;Branch;482.4;Two-Door Car;Medsize;A;January
